date,steve jobs,aapl,iphone,ipad,macbook,score
2018-12-24,0.16666666666666666,40.375,68.375,11.916666666666666,5.166666666666667,25.2
2018-12-25,0.16666666666666666,51.625,83.83333333333333,16.166666666666668,6.958333333333333,31.75
2018-12-26,0.3333333333333333,48.833333333333336,76.75,15.0,6.833333333333333,29.550000000000004
2018-12-27,0.5,43.0,71.41666666666667,13.208333333333334,6.166666666666667,26.85833333333333
2018-12-28,0.125,39.041666666666664,68.0,12.5,5.791666666666667,25.091666666666665
2018-12-29,0.2916666666666667,38.791666666666664,69.70833333333333,12.625,5.583333333333333,25.4
2018-12-30,0.72,46.88,87.28,16.04,7.0,31.583999999999996
2018-12-31,0.5416666666666666,43.166666666666664,79.16666666666667,14.291666666666666,6.333333333333333,28.7
2019-01-01,0.5,43.708333333333336,83.5,14.916666666666666,6.333333333333333,29.791666666666668
2019-01-02,0.5,46.916666666666664,82.83333333333333,14.75,7.375,30.475
2019-01-03,0.75,52.0,82.20833333333333,14.166666666666666,7.208333333333333,31.266666666666662
2019-01-04,0.7916666666666666,49.416666666666664,81.58333333333333,14.25,7.375,30.68333333333333
2019-01-05,0.625,46.833333333333336,83.83333333333333,14.958333333333334,7.041666666666667,30.65833333333333
2019-01-06,0.84,46.68,87.6,16.52,7.6,31.848000000000003
2019-01-07,0.7916666666666666,44.791666666666664,77.58333333333333,13.666666666666666,7.5,28.866666666666664
2019-01-08,0.75,44.25,76.41666666666667,13.25,7.458333333333333,28.425000000000004
2019-01-09,0.9583333333333334,43.458333333333336,76.5,13.375,7.25,28.308333333333337
2019-01-10,0.7916666666666666,42.708333333333336,75.16666666666667,13.0,7.125,27.758333333333336
